current_weight,desired_weight,recommended_calories,diet_type,meals,what_to_eat
87.1,94.2,3437,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
114.8,113.9,2610,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
119.9,130.4,4360,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
57.9,65.5,2141,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
82.4,71.7,1919,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
102.0,98.6,2427,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
50.9,50.8,1027,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
103.7,116.7,3732,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
112.2,125.6,4252,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
118.5,123.6,4539,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
86.6,86.8,3336,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
60.7,68.8,2323,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
91.0,81.6,2065,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
92.3,87.8,2031,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
56.6,47.2,1217,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
99.3,105.3,3585,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
73.9,67.9,1713,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
115.9,115.8,2639,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
106.6,118.3,4018,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
102.7,116.9,3983,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
52.2,41.2,1159,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
54.9,54.0,1183,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
101.8,109.9,3720,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
61.5,60.8,1318,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
89.0,96.7,3396,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
88.8,81.2,2096,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
102.1,109.0,3802,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
63.1,76.0,2592,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
46.8,59.5,1920,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
91.6,98.2,3346,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
47.4,62.2,1774,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
80.5,71.9,1743,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
55.4,41.8,1109,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
49.9,41.3,978,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
103.9,109.8,3851,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
106.4,117.8,4100,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
114.7,101.9,2581,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
102.7,116.0,3756,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
107.1,116.8,3953,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
61.4,52.1,1257,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
81.9,72.9,1846,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
103.5,98.5,2439,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
89.9,88.9,2135,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
89.0,78.7,2106,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
55.3,46.9,1207,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
60.4,58.6,1318,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
61.5,69.2,2339,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
51.6,54.1,2027,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
74.2,80.2,2734,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
64.7,73.4,2468,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
78.0,83.5,3120,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
58.2,69.0,2267,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
72.0,83.2,2626,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
59.4,73.3,2455,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
87.1,91.3,3336,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
73.7,75.3,2723,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
49.5,51.7,2113,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
102.7,103.6,3767,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
109.9,103.1,2566,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
106.0,103.9,2531,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
98.9,110.3,3594,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
100.4,99.7,2290,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
113.1,119.9,4100,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
64.5,59.2,1506,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
95.2,80.6,2122,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
72.7,70.3,1598,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
109.9,117.0,3962,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
47.9,56.3,1867,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
99.0,107.5,3734,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
89.9,86.6,2006,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
101.3,90.6,2412,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
94.8,90.1,2102,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
47.0,35.5,905,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
101.4,87.4,2297,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
110.5,108.3,2465,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
69.0,77.1,2569,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
71.5,84.5,2889,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
93.6,88.9,2176,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
96.5,102.7,3478,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
112.5,105.5,2689,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
77.7,72.6,1805,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
101.9,112.7,3782,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
68.7,68.4,1523,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
77.4,77.4,2322,balanced,4 small meals,"Brown rice, mixed vegetables, lean meats, fruits, nuts"
64.8,50.9,1410,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
80.7,79.6,1730,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
84.5,91.3,3058,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
115.8,117.0,4420,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
106.1,120.7,4048,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
90.0,101.7,3391,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
73.9,70.0,1691,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
117.7,120.8,4366,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
85.6,99.6,3198,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
114.9,112.6,2764,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
65.7,65.5,1489,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
113.0,128.0,4130,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
71.1,67.6,1554,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
67.0,64.3,1455,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
64.2,63.0,1501,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
99.3,98.4,2209,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
76.8,74.4,1796,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
86.3,86.4,3214,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
65.7,68.4,2490,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
104.2,106.8,3896,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
55.5,51.7,1205,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
52.4,59.8,2046,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
47.4,45.0,983,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
98.4,85.2,2175,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
60.4,47.8,1296,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
55.0,42.5,1154,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
117.7,129.0,4375,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
99.7,110.6,3596,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
99.2,111.3,3655,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
89.1,75.3,2116,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
83.1,84.0,3142,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
77.3,92.1,2877,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
55.2,42.0,1174,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
94.0,107.8,3525,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
58.1,63.7,2254,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
118.8,116.5,2690,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
112.2,124.2,4117,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
113.3,110.6,2568,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
79.1,92.7,2895,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
46.5,39.5,1037,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
116.7,105.0,2617,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
89.0,92.3,3444,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
62.1,49.9,1450,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
91.7,95.6,3323,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
69.8,68.3,1458,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
47.4,37.6,972,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
68.3,71.8,2748,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
76.5,87.0,2873,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
117.4,106.6,2697,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
114.4,107.5,2619,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
71.0,78.1,2674,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
105.4,92.3,2353,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
95.0,96.3,3639,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
93.8,100.8,3614,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
108.1,95.2,2434,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
88.2,99.9,3199,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
65.9,63.2,1429,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
87.4,93.0,3313,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
118.6,131.1,4419,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
50.3,41.7,1052,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
61.2,61.1,1373,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
79.3,69.0,1820,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
105.8,93.8,2534,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
115.9,110.4,2724,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
115.1,114.0,2730,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
67.5,73.5,2713,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
108.2,104.5,2544,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
70.0,59.3,1573,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
100.4,93.9,2222,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
104.3,100.4,2441,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
93.2,97.7,3527,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
108.2,117.8,4108,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
93.4,83.4,2140,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
48.5,54.7,1982,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
77.4,71.3,1651,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
53.5,66.0,2147,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
92.1,97.2,3516,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
108.5,116.6,4148,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
70.9,72.8,2777,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
115.2,116.6,4254,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
100.9,102.5,3882,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
112.8,120.8,4166,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
51.8,65.1,2048,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
112.4,110.2,2527,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
87.8,96.1,3285,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
76.9,89.5,2817,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
85.7,84.7,1904,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
89.3,102.5,3303,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
104.7,93.7,2341,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
60.1,69.0,2340,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
97.4,104.3,3673,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
88.5,97.3,3432,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
60.0,50.8,1203,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
47.7,44.1,909,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
69.0,64.4,1588,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
50.5,50.2,1138,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
79.3,74.8,1741,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
93.3,106.0,3456,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
71.0,70.3,1660,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
113.1,107.1,2670,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
48.2,50.7,1926,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
100.4,109.3,3753,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
59.6,73.9,2322,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
91.7,106.5,3385,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
79.8,78.8,1827,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
58.9,47.3,1335,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
53.0,63.5,2039,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
102.5,92.0,2385,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
47.6,56.2,1981,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
55.7,60.5,2141,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
118.0,117.6,2761,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
119.9,132.6,4396,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
86.7,96.8,3323,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
53.7,44.6,1164,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
66.1,57.7,1455,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
98.5,87.0,2237,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
90.1,94.3,3444,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
